entity_id,entity_type,raw_location,platform,cleaned_location,matched_city,country,lat,lon,confidence
gcui-art,github_organization,,GitHub,,,,,,none
0xfreysa,github_organization,,GitHub,,,,,,none
LYiHub,github_organization,,GitHub,,,,,,none
nobodywho-ooo,github_organization,,GitHub,,,,,,none
Blazity,github_organization,"Warsaw, Poland",GitHub,"Warsaw, Poland",Warsaw,Poland,52.2297,21.0122,high
shubham0204,github_user,"Pune, Maharashtra, India",GitHub,"Pune, Maharashtra, India",Pune,India,18.5204,73.8567,high
OpenDataBox,github_organization,,GitHub,,,,,,none
ImprintLab,github_organization,,GitHub,,,,,,none
vinay-gatech,github_user,,GitHub,,,,,,none
trypear,github_organization,United States of America,GitHub,United States of America,,,,,low
BigSweetPotatoStudio,github_organization,,GitHub,,,,,,none
jahwag,github_user,Stockholm,GitHub,Stockholm,Stockholm,Sweden,59.3293,18.0686,high
caspianmoon,github_user,,GitHub,,,,,,none
Optima-CityU,github_organization,,GitHub,,,,,,none
instavm,github_organization,,GitHub,,,,,,none
MigoXLab,github_organization,,GitHub,,,,,,none
adhikasp,github_user,Jakarta,GitHub,Jakarta,Jakarta,Indonesia,-6.2088,106.8456,high
Graylab,github_organization,,GitHub,,,,,,none
tninja,github_user,Software developer engineer,GitHub,Software developer engineer,,,,,low
xynehq,github_organization,,GitHub,,,,,,none
Bessouat40,github_user,France,GitHub,France,,,,,low
Haervwe,github_user,"Mendoza, Argentina",GitHub,"Mendoza, Argentina",Mendoza,Argentina,-34.5970325,-68.7304797,medium
rusiaaman,github_user,Bengaluru,GitHub,Bengaluru,Bengaluru,India,12.9716,77.5946,high
teilomillet,github_user,"Paris, France",GitHub,"Paris, France",Paris,France,48.8566,2.3522,high
PaulPauls,github_user,"Zurich, Switzerland",GitHub,"Zurich, Switzerland",Zurich,Switzerland,47.3769,8.5417,high
Shy2593666979,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
juliye2025,github_user,,GitHub,,,,,,none
ihor-sokoliuk,github_user,,GitHub,,,,,,none
ximinng,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
symgraph,github_user,,GitHub,,,,,,none
daydreamsai,github_organization,,GitHub,,,,,,none
tidyverse,github_organization,,GitHub,,,,,,none
RafalWilinski,github_user,Poznan,GitHub,Poznan,województwo wielkopolskie,Poland,52.4006632,16.9197326,medium
varunneal,github_user,nyc,GitHub,nyc,New York,United States,40.7128,-74.006,high
adaline,github_organization,United States of America,GitHub,United States of America,,,,,low
Haiyang-W,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
NVIDIA-AI-Blueprints,github_organization,United States of America,GitHub,United States of America,,,,,low
WuliRuler,github_user,,GitHub,,,,,,none
zhipeixu,github_user,"Shenzhen, China",GitHub,"Shenzhen, China",Shenzhen,China,22.5431,114.0579,high
andrewkchan,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
sdcb,github_user,China,GitHub,China,,,,,low
alumnium-hq,github_organization,,GitHub,,,,,,none
johnsonhk88,github_user,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
SouthBridgeAI,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
CSHaitao,github_user,Beijing China,GitHub,Beijing China,Beijing,China,39.9042,116.4074,medium
zli12321,github_user,,GitHub,,,,,,none
ideamark,github_user,"Hangzhou, China",GitHub,"Hangzhou, China",Hangzhou,China,30.2741,120.1551,high
huhusmang,github_user,Beijing,GitHub,Beijing,Beijing,China,39.9042,116.4074,high
pdsuwwz,github_user,"Beijing, China",GitHub,"Beijing, China",Beijing,China,39.9042,116.4074,high
moxin-org,github_organization,,GitHub,,,,,,none
StarmoonAI,github_organization,,GitHub,,,,,,none
llm-as-a-judge,github_organization,,GitHub,,,,,,none
FudanSELab,github_organization,China,GitHub,China,,,,,low
ALucek,github_user,NYC,GitHub,NYC,New York,United States,40.7128,-74.006,high
Ephibbs,github_user,,GitHub,,,,,,none
prajwalshettydev,github_user,"London, United Kingdom",GitHub,"London, United Kingdom",London,United Kingdom,51.5074,-0.1278,high
SCIR-TG,github_user,,GitHub,,,,,,none
DaveBben,github_user,"Philadelphia, PA",GitHub,"Philadelphia, PA",Philadelphia,United States,39.9526,-75.1652,high
ilsilfverskiold,github_user,Stockholm,GitHub,Stockholm,Stockholm,Sweden,59.3293,18.0686,high
Explorerlowi,github_user,,GitHub,,,,,,none
awwaiid,github_user,"Washington, DC",GitHub,"Washington, DC",Washington,United States,38.9072,-77.0369,high
xark-argo,github_organization,,GitHub,,,,,,none
NotPunchnox,github_user,Bretagne,GitHub,Bretagne,Bretagne,France,48.2640845,-2.9202408,medium
xinzhel,github_user,,GitHub,,,,,,none
TilmanGriesel,github_user,"Kempten (Allgäu), Germany",GitHub,"Kempten (Allgäu), Germany",Kempten (Allgäu),Germany,47.7267063,10.3168835,medium
NousResearch,github_organization,,GitHub,,,,,,none
wjayesh,github_user,"Bangalore, India",GitHub,"Bangalore, India",Bengaluru,India,12.9716,77.5946,high
WorkflowAI,github_organization,United States of America,GitHub,United States of America,,,,,low
cyanheads,github_user,"Seattle, WA",GitHub,"Seattle, WA",Seattle,United States,47.6062,-122.3321,high
Kurama622,github_user,Remote,GitHub,Remote,Oregon,United States,43.0059455,-123.8925908,medium
pengr,github_user,,GitHub,,,,,,none
iamarunbrahma,github_user,,GitHub,,,,,,none
Hub-Tian,github_user,,GitHub,,,,,,none
LiberSonora,github_organization,,GitHub,,,,,,none
liunian-Jay,github_user,Harbin,GitHub,Harbin,Harbin,China,45.7593633,126.6276177,medium
awesome-rag,github_organization,China,GitHub,China,,,,,low
premAI-io,github_organization,Switzerland,GitHub,Switzerland,,,,,low
ibrahimcetin,github_user,Istanbul,GitHub,Istanbul,Istanbul,Turkey,41.0082,28.9784,high
NetManAIOps,github_organization,Tsinghua University,GitHub,Tsinghua University,海淀区,China,40.0022905,116.320963,medium
KolosalAI,github_organization,United States of America,GitHub,United States of America,,,,,low
coreply,github_organization,,GitHub,,,,,,none
maze-agent,github_organization,,GitHub,,,,,,none
inferablehq,github_organization,United States of America,GitHub,United States of America,,,,,low
dlants,github_user,,GitHub,,,,,,none
simonmysun,github_user,Wuppertal,GitHub,Wuppertal,Wuppertal,Germany,51.264018,7.1780374,medium
ZGC-LLM-Safety,github_organization,,GitHub,,,,,,none
jianghoucheng,github_user,,GitHub,,,,,,none
zcablii,github_user,,GitHub,,,,,,none
hecrj,github_user,Barcelona,GitHub,Barcelona,Barcelona,Spain,41.3874,2.1686,high
daveshap,github_user,,GitHub,,,,,,none
NullMagic2,github_user,,GitHub,,,,,,none
Ahmet-Dedeler,github_user,Planet Earth,GitHub,Planet Earth,Singapore,Singapore,1.3165066,103.8625991,medium
noworneverev,github_user,"Aachen, Germany",GitHub,"Aachen, Germany",Aachen,Germany,50.776351,6.083862,medium
sheshbabu,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
jinbooooom,github_user,China,GitHub,China,,,,,low
Warma10032,github_user,"Nanjing, Jiangsu",GitHub,"Nanjing, Jiangsu",Nanjing,China,32.0603,118.7969,high
HaoooWang,github_user,HK,GitHub,HK,Hong Kong,China,22.3193,114.1694,high
runekaagaard,github_user,"Copenhagen, Denmark",GitHub,"Copenhagen, Denmark",Copenhagen,Denmark,55.6761,12.5683,high
feder-cr,github_user,Genoa,GitHub,Genoa,Genova,Italy,44.40726,8.9338624,medium
elizaOS,github_organization,,GitHub,,,,,,none
Invicti-Security,github_organization,,GitHub,,,,,,none
anmolksachan,github_user,India,GitHub,India,,,,,low
irthomasthomas,github_user,,GitHub,,,,,,none
Softcatala,github_organization,,GitHub,,,,,,none
blurrah,github_user,"Nijmegen Area, The Netherlands",GitHub,"Nijmegen Area, The Netherlands",,,,,low
CloudDetail,github_organization,,GitHub,,,,,,none
meysamhadeli,github_user,,GitHub,,,,,,none
WP-Autoplugin,github_user,,GitHub,,,,,,none
zjysteven,github_user,United States,GitHub,United States,,,,,low
kamilstanuch,github_user,,GitHub,,,,,,none
ystemsrx,github_user,,GitHub,,,,,,none
mcp2everything,github_user,,GitHub,,,,,,none
Palm1r,github_user,"Serbia, Novi Sad",GitHub,"Serbia, Novi Sad",Нови Сад,Serbia,45.2551338,19.8451756,medium
TianHuiLab,github_organization,,GitHub,,,,,,none
JonathanChavezTamales,github_user,NYC,GitHub,NYC,New York,United States,40.7128,-74.006,high
adobe-research,github_organization,,GitHub,,,,,,none
bracesproul,github_user,,GitHub,,,,,,none
seatedro,github_user,san francisco,GitHub,san francisco,San Francisco,United States,37.7749,-122.4194,high
MatthewCYM,github_user,,GitHub,,,,,,none
jabberjabberjabber,github_user,,GitHub,,,,,,none
JohnMachado11,github_user,"Dallas, TX ",GitHub,"Dallas, TX",Dallas,United States,32.7767,-96.797,high
arcprize,github_organization,United States of America,GitHub,United States of America,,,,,low
jerhadf,github_user,New York City,GitHub,New York City,New York,United States,40.7128,-74.006,high
zhuhanqing,github_user,Austin,GitHub,Austin,Austin,United States,30.2672,-97.7431,high
guyernest,github_user,,GitHub,,,,,,none
TorchTrade,github_organization,,GitHub,,,,,,none
souzatharsis,github_user,,GitHub,,,,,,none
Saibo-creator,github_user,Switzerland,GitHub,Switzerland,,,,,low
Pints-AI,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
bartolli,github_user,Tampa,GitHub,Tampa,Tampa,United States,27.9449854,-82.4583107,medium
haizelabs,github_organization,United States of America,GitHub,United States of America,,,,,low
William-GuoWei,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
dais-polymtl,github_organization,Canada,GitHub,Canada,,,,,low
wzdavid,github_user,,GitHub,,,,,,none
FromCSUZhou,github_user,Hong Kong,GitHub,Hong Kong,Hong Kong,China,22.3193,114.1694,high
gergap,github_user,Nürnberg,GitHub,Nürnberg,Nuremberg,Germany,49.453872,11.077298,medium
richard-peng-xia,github_user,"Chapel Hill, NC, U.S.",GitHub,"Chapel Hill, NC, U.S",Chapel Hill,United States,35.9131542,-79.05578,medium
bagh2178,github_user,China,GitHub,China,,,,,low
saharmor,github_user,San Francisco,GitHub,San Francisco,San Francisco,United States,37.7749,-122.4194,high
antibitcoin,github_user,,GitHub,,,,,,none
aidanmclaughlin,github_user,,GitHub,,,,,,none
exa-labs,github_organization,United States of America,GitHub,United States of America,,,,,low
AnjieCheng,github_user,San Diego,GitHub,San Diego,San Diego,United States,32.7157,-117.1611,high
dipanjanS,github_user,,GitHub,,,,,,none
samkhur006,github_user,,GitHub,,,,,,none
eleiton,github_user,,GitHub,,,,,,none
itsPreto,github_user,,GitHub,,,,,,none
nerdai,github_user,Toronto,GitHub,Toronto,Toronto,Canada,43.6532,-79.3832,high
fate-ubw,github_user,,GitHub,,,,,,none
neavo,github_user,,GitHub,,,,,,none
ahmadvh,github_user,"Konstanz, germany",GitHub,"Konstanz, germany",Konstanz,Germany,47.659216,9.1750718,medium
TreeAI-Lab,github_user,,GitHub,,,,,,none
thomwebb,github_user,Bay Area,GitHub,Bay Area,San Francisco,United States,37.7749,-122.4194,high
lxa9867,github_user,"Bellevue, WA",GitHub,"Bellevue, WA",Bellevue,United States,47.6144219,-122.192337,medium
token-js,github_organization,,GitHub,,,,,,none
aielte-research,github_organization,Hungary,GitHub,Hungary,,,,,low
intergalacticalvariable,github_user,,GitHub,,,,,,none
Alibaba-NLP,github_organization,China,GitHub,China,,,,,low
william-Dic,github_user,,GitHub,,,,,,none
bboylyg,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
amxv,github_user,,GitHub,,,,,,none
DiscovAI,github_organization,,GitHub,,,,,,none
splunk,github_organization,,GitHub,,,,,,none
pengfeng,github_user,,GitHub,,,,,,none
TrustAI-laboratory,github_user,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
trustbit,github_organization,,GitHub,,,,,,none
FireBird-Technologies,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
tsinghua-fib-lab,github_organization,"Tsinghua University, Beijing, China",GitHub,"Tsinghua University, Beijing, China",Beijing,China,39.9042,116.4074,high
swarmzero,github_organization,Canada,GitHub,Canada,,,,,low
ai-shifu,github_organization,China,GitHub,China,,,,,low
FissionAI,github_organization,,GitHub,,,,,,none
NanGePlus,github_user,,GitHub,,,,,,none
MinimalFuture,github_organization,,GitHub,,,,,,none
cvs-health,github_organization,,GitHub,,,,,,none
verifywise-ai,github_organization,Canada,GitHub,Canada,,,,,low
YANG-Haruka,github_user,,GitHub,,,,,,none
DeNA,github_organization,"Tokyo, Japan",GitHub,"Tokyo, Japan",Tokyo,Japan,35.6762,139.6503,high
czhou578,github_user,San Francisco Bay Area,GitHub,San Francisco Bay Area,San Francisco,United States,37.7749,-122.4194,medium
ulab-uiuc,github_organization,,GitHub,,,,,,none
ragpi,github_organization,,GitHub,,,,,,none
AI-QL,github_organization,,GitHub,,,,,,none
balrog-ai,github_organization,,GitHub,,,,,,none
FlamxGames,github_user,,GitHub,,,,,,none
zihaosheng,github_user,"Madison, WI",GitHub,"Madison, WI",Madison,United States,43.07469,-89.3841663,medium
olyaiy,github_user,"Vancouver, BC",GitHub,"Vancouver, BC",Vancouver,Canada,49.2827,-123.1207,high
casys-kaist,github_organization,,GitHub,,,,,,none
rohitg00,github_user,"London, UK",GitHub,"London, UK",London,United Kingdom,51.5074,-0.1278,high
PederHP,github_user,Copenhagen ,GitHub,Copenhagen,Copenhagen,Denmark,55.6761,12.5683,high
onenov,github_user,云南 昆明,GitHub,云南 昆明,Kunming,China,25.0399353,102.7169061,medium
bipark,github_user,KOREA,GitHub,KOREA,,,,,low
krish-adi,github_user,Amsterdam,GitHub,Amsterdam,Amsterdam,Netherlands,52.3676,4.9041,high
ShuheWang1998,github_user,,GitHub,,,,,,none
aws-solutions-library-samples,github_organization,,GitHub,,,,,,none
etkecc,github_organization,Portugal,GitHub,Portugal,,,,,low
ruikangliu,github_user,,GitHub,,,,,,none
coderamp-labs,github_organization,,GitHub,,,,,,none
GeekyWizKid,github_user,HangZhou,GitHub,HangZhou,Hangzhou,China,30.2741,120.1551,high
ultralytics,github_organization,United States of America,GitHub,United States of America,,,,,low
swiss-ai,github_organization,,GitHub,,,,,,none
disler,github_user,,GitHub,,,,,,none
modelpack,github_organization,,GitHub,,,,,,none
zeyadusf,github_user,,GitHub,,,,,,none
scicode-bench,github_organization,,GitHub,,,,,,none
meilisearch,github_organization,,GitHub,,,,,,none
galilai-group,github_organization,United States of America,GitHub,United States of America,,,,,low
AOrbitron,github_organization,,GitHub,,,,,,none
guanwei49,github_user,,GitHub,,,,,,none
sirocco-ventures,github_organization,,GitHub,,,,,,none
Airmomo,github_user,Shenzhen,GitHub,Shenzhen,Shenzhen,China,22.5431,114.0579,high
stanfordnlp,github_organization,"Stanford, CA",GitHub,"Stanford, CA",Palo Alto,United States,37.4265407,-122.1703055,medium
agentjido,github_organization,,GitHub,,,,,,none
win4r,github_user,,GitHub,,,,,,none
ameliawong1996,github_user,Sydney,GitHub,Sydney,Sydney,Australia,-33.8688,151.2093,high
upsidelab,github_organization,Berlin + Cracow,GitHub,Berlin  Cracow,Berlin,Germany,52.52,13.405,medium
ArcInstitute,github_organization,United States of America,GitHub,United States of America,,,,,low
AleksNeStu,github_user,,GitHub,,,,,,none
ilanbenb,github_user,,GitHub,,,,,,none
cong-lab,github_organization,,GitHub,,,,,,none
abdullahtarek,github_user,"Cairo, Egypt",GitHub,"Cairo, Egypt",Cairo,Egypt,30.0444,31.2357,high
rxliuli,github_user,,GitHub,,,,,,none
imanoop7,github_user,,GitHub,,,,,,none
laxmimerit,github_user,Mumbai,GitHub,Mumbai,Mumbai,India,19.076,72.8777,high
bmd1905,github_user,Ho Chi Minh City,GitHub,Ho Chi Minh City,Ho Chi Minh City,Vietnam,10.8231,106.6297,high
ergut,github_user,,GitHub,,,,,,none
Orion-zhen,github_user,,GitHub,,,,,,none
surapuramakhil-org,github_organization,,GitHub,,,,,,none
Nutlope,github_user,"New York City, NY",GitHub,"New York City, NY",New York,United States,40.7128,-74.006,high
gabriel-g2n,github_user,,GitHub,,,,,,none
Red-Hat-AI-Innovation-Team,github_organization,,GitHub,,,,,,none
digithree,github_user,Ireland,GitHub,Ireland,,,,,low
mapembert,github_user,,GitHub,,,,,,none
safety-research,github_organization,,GitHub,,,,,,none
aircrushin,github_user,"Chengdu, China",GitHub,"Chengdu, China",Chengdu,China,30.5728,104.0668,high
AARG-FAN,github_user,,GitHub,,,,,,none
jakobap,github_user,"Berlin, Germany",GitHub,"Berlin, Germany",Berlin,Germany,52.52,13.405,high
elevenlabs,github_organization,,GitHub,,,,,,none
shareAI-lab,github_organization,Singapore,GitHub,Singapore,Singapore,Singapore,1.3521,103.8198,high
sansan0,github_user,,GitHub,,,,,,none
hesreallyhim,github_user,,GitHub,,,,,,none
asgeirtj,github_user,Iceland,GitHub,Iceland,,,,,low
linshenkx,github_user,,GitHub,,,,,,none
Fosowl,github_user,"Nice, France",GitHub,"Nice, France",Nice,France,43.7009358,7.2683912,medium
VectifyAI,github_organization,United Kingdom,GitHub,United Kingdom,,,,,low
hsliuping,github_user,,GitHub,,,,,,none
winfunc,github_organization,United States of America,GitHub,United States of America,,,,,low
dyad-sh,github_organization,,GitHub,,,,,,none
memvid,github_organization,United States of America,GitHub,United States of America,,,,,low
ConardLi,github_user,BeiJing,GitHub,BeiJing,Beijing,China,39.9042,116.4074,high
GeeeekExplorer,github_user,,GitHub,,,,,,none
rowboatlabs,github_organization,,GitHub,,,,,,none
opencode-ai,github_organization,,GitHub,,,,,,none
tadata-org,github_organization,,GitHub,,,,,,none
bytebot-ai,github_organization,,GitHub,,,,,,none
yichuan-w,github_user,,GitHub,,,,,,none
